Hugo_Symbol,name,recon_1
GAN,GAN,5.1841235
DHRS12,DHRS12,8.784644
PAN3,PAN3,6.7628703
GLRX2,GLRX2,8.544326
ZNF813,ZNF813,6.0012913
FAM184A,FAM184A,2.0035877
SPIRE2,SPIRE2,7.172659
AL031666.2,AL031666.2,10.222671
ARVCF,ARVCF,4.2800817
ZNF561,ZNF561,8.429473
IL1R1,IL1R1,5.7958207
KLK7,KLK7,5.379002
VSIG10,VSIG10,6.2695575
RYK,RYK,6.886854
EDN3,EDN3,9.200266
RPS3,RPS3,8.522032
RP9,RP9,5.3843484
RP11-272B17.2,RP11-272B17.2,7.669849
YWHAE,YWHAE,7.779624
CMTM1,CMTM1,3.1784322
CYYR1,CYYR1,7.089425
KCNJ12,KCNJ12,3.9127412
ANKRD26,ANKRD26,4.4242077
CDH26,CDH26,2.9419882
PSAT1,PSAT1,6.3745923
HIST1H2BL,HIST1H2BL,4.0806623
MAMLD1,MAMLD1,7.8621173
SHC3,SHC3,2.0411153
PPP2R4,PPP2R4,7.610057
MARCKSL1,MARCKSL1,7.7045417
RPL29,RPL29,7.853514
DNAAF2,DNAAF2,5.035426
KLF10,KLF10,8.239567
SGTB,SGTB,3.429645
KANK4,KANK4,7.1268315
FAM171A1,FAM171A1,5.4469986
SP1,SP1,5.2494802
ZFYVE27,ZFYVE27,10.694312
CHMP6,CHMP6,6.4273443
STAG1,STAG1,9.706421
TPM4,TPM4,7.674434
NOV,NOV,4.197807
VSTM2B,VSTM2B,5.841942
VTN,VTN,10.334022
ARL3,ARL3,10.241778
AAR2,AAR2,5.360455
SSU72,SSU72,6.5265827
CPLX3,CPLX3,4.906337
CLVS2,CLVS2,4.172999
DNAJC17,DNAJC17,8.654554
UBE2D3,UBE2D3,7.259272
PSG1,PSG1,6.880801
GSG1L,GSG1L,6.1069436
TRAK1,TRAK1,7.706794
ZNF385B,ZNF385B,3.0974193
ZNF100,ZNF100,9.944424
SCHIP1,SCHIP1,2.7029905
GPR125,GPR125,4.775916
ZNF35,ZNF35,10.465733
VILL,VILL,11.785804
RHOT2,RHOT2,7.9080496
SH2B2,SH2B2,5.902314
ZNF226,ZNF226,6.4431224
SLC43A1,SLC43A1,3.2838037
FUT2,FUT2,9.618674
KBTBD13,KBTBD13,5.3847785
ZNF692,ZNF692,6.119367
ZKSCAN5,ZKSCAN5,5.462234
FGGY,FGGY,4.337584
PPM1L,PPM1L,7.3227725
COLEC11,COLEC11,2.4611466
PBX2,PBX2,5.917979
ENPP7,ENPP7,3.307893
SRRM4,SRRM4,5.7214694
FAM214A,FAM214A,5.891051
DISC1,DISC1,2.6076136
MBOAT7,MBOAT7,6.8390746
CLEC6A,CLEC6A,4.251588
SNAI2,SNAI2,6.893769
FAAH2,FAAH2,5.194829
C2orf16,C2orf16,5.0673695
GM2A,GM2A,9.138429
CYTH2,CYTH2,7.170372
PGLYRP1,PGLYRP1,3.8721533
PKHD1,PKHD1,5.7260265
PABPC3,PABPC3,11.07619
RFX7,RFX7,6.4465528
LTV1,LTV1,5.3594193
TM6SF1,TM6SF1,6.6744676
EIF2B3,EIF2B3,6.9349594
TEX28,TEX28,1.5715768
TTK,TTK,6.2433853
FLG,FLG,12.968725
FBRS,FBRS,7.522364
FGF1,FGF1,5.0322747
MYO15A,MYO15A,1.8675216
L3MBTL2,L3MBTL2,4.8227463
ATMIN,ATMIN,6.34038
PCDHGA7,PCDHGA7,4.3215723
PCDHA4,PCDHA4,5.107175
N6AMT1,N6AMT1,7.415321
DBN1,DBN1,5.793462
FRMPD1,FRMPD1,0.9405104
RP13-996F3.4,RP13-996F3.4,10.12036
FOPNL,FOPNL,6.8894057
ETS1,ETS1,6.30795
MAP2K3,MAP2K3,9.5451565
MAGOHB,MAGOHB,6.3308644
STXBP1,STXBP1,8.080518
RIMBP3C,RIMBP3C,1.4437531
SDR39U1,SDR39U1,6.588174
ST8SIA1,ST8SIA1,8.466355
TMEM139,TMEM139,2.107068
DRC1,DRC1,9.140433
SEC61B,SEC61B,7.1753416
DAZ4,DAZ4,0.08889832
CEP89,CEP89,5.05667
FDXACB1,FDXACB1,5.650548
ATP5I,ATP5I,7.6751304
DUT,DUT,8.024063
GLTSCR1,GLTSCR1,6.816932
C2orf40,C2orf40,4.348093
AP2A1,AP2A1,7.119296
MAN1A2,MAN1A2,6.4688497
FREM1,FREM1,4.6565967
SCAI,SCAI,10.656752
KLHL14,KLHL14,14.812463
VIL1,VIL1,8.191413
ABI1,ABI1,7.3542647
LDOC1,LDOC1,4.3424973
BZW2,BZW2,8.35641
CHPF,CHPF,7.046086
MARVELD1,MARVELD1,7.24146
NBPF6,NBPF6,0.30494198
STARD10,STARD10,8.188069
PPP1R11,PPP1R11,5.942738
RAC2,RAC2,7.6250486
DCDC1,DCDC1,10.448788
TG,TG,2.6000981
NABP2,NABP2,8.934991
CTD-3105H18.18,CTD-3105H18.18,4.5905333
POLR3K,POLR3K,4.8573737
TMBIM6,TMBIM6,7.6691546
VSX1,VSX1,9.685072
COL24A1,COL24A1,5.5156326
GSK3A,GSK3A,9.332866
FAM43A,FAM43A,7.744718
KLF17,KLF17,7.028891
MUC5AC,MUC5AC,14.653574
SPCS2,SPCS2,6.779292
ZNF224,ZNF224,5.3367114
CSH2,CSH2,0.24277665
HES7,HES7,14.050112
SPP2,SPP2,2.869881
ITSN1,ITSN1,4.9570217
GPC6,GPC6,12.618075
CNBP,CNBP,7.7217813
GOLGA8B,GOLGA8B,4.2072225
CDK5RAP2,CDK5RAP2,5.3694906
PPIAL4D,PPIAL4D,5.2310166
ZNF749,ZNF749,7.632029
C10orf76,C10orf76,5.0521317
RP11-701P16.2,RP11-701P16.2,4.024514
PHKA2,PHKA2,6.708823
EXD1,EXD1,0.51900375
NSUN5,NSUN5,6.3171396
TUBB4A,TUBB4A,7.206541
FAM134B,FAM134B,5.8199773
PDP1,PDP1,7.9621444
IL17C,IL17C,1.1924022
IQCK,IQCK,4.0602074
ADCY8,ADCY8,15.18732
SKOR1,SKOR1,2.8015778
DHX58,DHX58,4.850177
ASCC3,ASCC3,5.1187234
DBF4B,DBF4B,7.3517365
BMP6,BMP6,4.8853965
MYC,MYC,7.460813
CAMSAP2,CAMSAP2,4.8824873
RAB23,RAB23,4.3253217
OLR1,OLR1,4.0607023
RPS23,RPS23,8.369293
LGALS2,LGALS2,3.3013947
MS4A2,MS4A2,1.5901806
TNFRSF21,TNFRSF21,6.9753013
LRRC15,LRRC15,3.9234557
ADGB,ADGB,5.0329576
USP25,USP25,4.6261373
MDM4,MDM4,5.7223034
MBIP,MBIP,9.513249
SH2D5,SH2D5,6.13656
DYM,DYM,5.050657
WFIKKN2,WFIKKN2,8.270047
GNRH1,GNRH1,7.374156
SLC4A4,SLC4A4,8.839665
LRRC49,LRRC49,5.963559
C17orf58,C17orf58,10.208683
AC019294.1,AC019294.1,6.64692
CXCR3,CXCR3,6.3733363
FAM211A,FAM211A,6.2140865
GPR37L1,GPR37L1,6.2360797
OSCP1,OSCP1,3.9181354
RP11-133K1.2,RP11-133K1.2,2.2307284
AL021546.6,AL021546.6,1.5186337
DUSP8,DUSP8,3.776905
CHGA,CHGA,8.67869
AIM1,AIM1,5.321906
NAV1,NAV1,5.0934567
MT1X,MT1X,7.566465
SLC2A8,SLC2A8,4.8464146
RIPK4,RIPK4,6.9365826
PEX3,PEX3,6.4528646
EBF3,EBF3,2.6606703
CTD-2600O9.1,CTD-2600O9.1,1.671067
DHODH,DHODH,6.6802955
NINJ1,NINJ1,9.188138
COMMD8,COMMD8,6.4982314
CCDC178,CCDC178,0.79206175
POU3F1,POU3F1,10.172423
ARPC4-TTLL3,ARPC4-TTLL3,3.8370335
EXOSC10,EXOSC10,6.921546
AL590452.1,AL590452.1,0.4001616
WNT3,WNT3,4.9257646
ADRBK1,ADRBK1,6.0019083
NOL8,NOL8,5.1040454
PAIP1,PAIP1,7.8084264
SLC22A6,SLC22A6,3.3718138
MRTO4,MRTO4,6.130528
PLA2G2A,PLA2G2A,3.3664045
RPP14,RPP14,7.9202423
ATP2A1,ATP2A1,4.005742
LGALS9B,LGALS9B,6.8220553
C21orf62,C21orf62,3.5490725
TMSB10,TMSB10,8.539701
TMEM255A,TMEM255A,10.846782
NR3C1,NR3C1,4.935594
SERPINB3,SERPINB3,7.17139
ZNRF1,ZNRF1,8.527212
IGSF8,IGSF8,6.6382837
ZFP91,ZFP91,6.2284055
GRM1,GRM1,9.808621
SMPDL3B,SMPDL3B,11.250702
FAT4,FAT4,2.0029483
IGFALS,IGFALS,5.9246573
BDH2,BDH2,5.4976892
RHOD,RHOD,7.8043365
ZBTB9,ZBTB9,4.1966624
RPL21,RPL21,8.019664
TAF1D,TAF1D,6.3471675
HACL1,HACL1,4.3245535
DEDD2,DEDD2,9.798522
GLIPR1L2,GLIPR1L2,4.5700426
RFPL1,RFPL1,8.459575
TMEM60,TMEM60,9.836216
PRR23A,PRR23A,12.062464
PELO,PELO,7.166297
KCNN4,KCNN4,4.5434356
AL020996.1,AL020996.1,11.602847
FLJ00104,FLJ00104,2.4947019
RALGAPA2,RALGAPA2,5.608524
MAGEH1,MAGEH1,4.3971405
SLC25A29,SLC25A29,10.686632
TBC1D9B,TBC1D9B,5.795547
XPR1,XPR1,10.234129
QDPR,QDPR,6.313881
OSBPL6,OSBPL6,3.348586
PUS1,PUS1,7.0037513
STK38L,STK38L,5.289218
KIF17,KIF17,4.0710306
APPL2,APPL2,6.967462
NAT2,NAT2,0.35745105
KIF2B,KIF2B,2.375149
TXNIP,TXNIP,8.796022
NPBWR1,NPBWR1,2.0751643
LYRM7,LYRM7,9.462764
CCDC151,CCDC151,1.4743632
JPH3,JPH3,1.2776968
RP11-159D12.5,RP11-159D12.5,7.3456583
WDR48,WDR48,7.0231123
USP32,USP32,9.075301
SLC27A1,SLC27A1,8.996815
TMEM56,TMEM56,2.167418
RP11-861L17.3,RP11-861L17.3,6.866407
CINP,CINP,8.095958
FAM124A,FAM124A,2.0824797
NAT14,NAT14,6.0191584
RPF2,RPF2,7.582022
MARCH7,MARCH7,5.936049
YKT6,YKT6,8.261415
GFER,GFER,7.6175036
DCTN5,DCTN5,8.441741
OR2B6,OR2B6,1.8212657
C7orf66,C7orf66,13.086672
SEMA3F,SEMA3F,5.692876
CCDC140,CCDC140,0.45448574
FGB,FGB,2.3417685
PLOD3,PLOD3,9.515496
KLK1,KLK1,3.713405
GON4L,GON4L,8.929887
ZNF208,ZNF208,7.3049326
OR2H2,OR2H2,5.322321
SLC26A5,SLC26A5,2.1796045
ZCCHC11,ZCCHC11,6.740413
MTSS1,MTSS1,8.637863
IL3RA,IL3RA,12.089553
TCL1B,TCL1B,0.25848627
POLR2J,POLR2J,6.388664
CHRNE,CHRNE,4.067098
ABHD11,ABHD11,10.267695
UBE2K,UBE2K,6.4610295
EMILIN3,EMILIN3,1.9802473
PPP3CC,PPP3CC,4.474653
ACO1,ACO1,6.224604
PLGLB1,PLGLB1,5.868773
HOOK2,HOOK2,7.638476
EIF3A,EIF3A,9.100806
PISD,PISD,7.930833
PPIP5K1,PPIP5K1,4.477717
NMRK1,NMRK1,5.4293213
H2AFV,H2AFV,7.8018064
ACAN,ACAN,12.74282
OTOG,OTOG,3.3716397
RAB11FIP1,RAB11FIP1,9.092874
POU6F1,POU6F1,10.154973
NR5A2,NR5A2,5.689522
IFNL3,IFNL3,9.742685
CPA4,CPA4,10.211634
ZNF235,ZNF235,4.1509447
NFYB,NFYB,5.070956
MEFV,MEFV,4.009326
KLRC2,KLRC2,7.9091616
FAM78A,FAM78A,5.9349713
CNN2,CNN2,7.580941
PSG6,PSG6,3.5659437
CDK20,CDK20,6.795207
HIST2H2AC,HIST2H2AC,3.1944985
SLC17A8,SLC17A8,1.6006614
SLC25A42,SLC25A42,5.402511
ARF4,ARF4,7.1495366
PEX5L,PEX5L,0.6494945
DSN1,DSN1,4.8129544
SV2A,SV2A,9.769033
ARPC1A,ARPC1A,7.979512
TWIST2,TWIST2,5.5753775
LSM3,LSM3,4.522061
ORM1,ORM1,13.944325
C1orf61,C1orf61,1.6201901
PAQR5,PAQR5,5.429965
RAB3B,RAB3B,6.904001
HIC1,HIC1,7.055988
TNPO1,TNPO1,5.326129
TEAD1,TEAD1,4.499285
ORAI1,ORAI1,6.639607
AWAT2,AWAT2,0.20055366
GABRR2,GABRR2,3.9786594
APOC4,APOC4,0.6067114
HSD17B3,HSD17B3,6.675453
COL9A1,COL9A1,6.533974
SPRYD7,SPRYD7,4.176116
CHRNA10,CHRNA10,2.3984046
PBX1,PBX1,4.1821847
PPP1CB,PPP1CB,7.8180833
SDR42E1,SDR42E1,10.474177
KCTD11,KCTD11,7.3265905
WNT11,WNT11,9.946929
SMARCAL1,SMARCAL1,7.9278226
ARPC3,ARPC3,7.5496526
AL627171.2,AL627171.2,0.3460028
RBM23,RBM23,5.6640506
ICOS,ICOS,2.8162012
MAFB,MAFB,6.9292502
ERAS,ERAS,5.3849454
THOC7,THOC7,6.119941
PROCA1,PROCA1,5.2301764
RAD23A,RAD23A,6.641135
DTX1,DTX1,12.004786
MAL,MAL,6.1631284
IGLL1,IGLL1,0.40134108
BLVRA,BLVRA,8.767158
SLC7A6OS,SLC7A6OS,11.011019
SLC34A3,SLC34A3,0.9257419
ATP2B3,ATP2B3,0.27455345
ZSCAN12,ZSCAN12,3.8926585
YAF2,YAF2,9.258239
DHX34,DHX34,7.83261
C22orf42,C22orf42,11.459248
TPI1,TPI1,7.5745792
PDCD2L,PDCD2L,5.9264092
CARD18,CARD18,4.7183075
AQP10,AQP10,2.802747
TRIM49B,TRIM49B,12.157933
PRX,PRX,2.7357862
ANXA11,ANXA11,7.5624824
FYTTD1,FYTTD1,6.9654236
LRP8,LRP8,4.2790112
AL132989.1,AL132989.1,1.0735393
REPS2,REPS2,3.2213988
AL356356.1,AL356356.1,5.4361525
OLFM1,OLFM1,4.418895
C9orf116,C9orf116,5.7104993
NUP85,NUP85,6.676
TMEM150A,TMEM150A,6.5956516
IL15RA,IL15RA,7.471418
DLL3,DLL3,1.5548077
C2orf88,C2orf88,2.8538005
ART1,ART1,2.7059011
OR2T8,OR2T8,3.7841065
RP11-603J24.9,RP11-603J24.9,3.5680985
PRRC2B,PRRC2B,6.869829
ACOT7,ACOT7,7.6004086
METTL8,METTL8,4.9719634
TBL2,TBL2,5.4167647
BOLA3,BOLA3,6.4645257
CISD2,CISD2,5.3974104
AC139426.2,AC139426.2,0.655393
ACSS2,ACSS2,5.7219095
IL13RA1,IL13RA1,8.519704
ENTPD6,ENTPD6,7.736195
TP53TG3,TP53TG3,1.1040219
NOP58,NOP58,6.955757
GJC3,GJC3,7.7448277
ZBTB10,ZBTB10,5.0137696
ATP5J2-PTCD1,ATP5J2-PTCD1,10.308123
ACAT2,ACAT2,6.6065454
DVL3,DVL3,6.8738327
AC092291.2,AC092291.2,0.010879059
HESX1,HESX1,9.728628
MS4A6E,MS4A6E,5.2085447
KANSL1,KANSL1,8.186804
RALGDS,RALGDS,8.439162
AL365202.1,AL365202.1,8.745311
TTC22,TTC22,5.465086
CEACAM7,CEACAM7,2.2164955
RAMP3,RAMP3,5.517172
FOLR3,FOLR3,3.0626101
AKAP5,AKAP5,4.7362695
ARF1,ARF1,7.8110127
TUSC2,TUSC2,6.1828074
HERC3,HERC3,7.583292
PRIMA1,PRIMA1,2.9091763
IRF6,IRF6,6.768126
SLC6A1,SLC6A1,6.904004
TMEM14B,TMEM14B,7.027237
RP11-399J13.3,RP11-399J13.3,12.37428
COL21A1,COL21A1,8.688707
RP11-770J1.5,RP11-770J1.5,4.516067
RRP15,RRP15,6.213948
PSTK,PSTK,8.158948
NUP153,NUP153,6.343275
G3BP1,G3BP1,8.323238
TRIM33,TRIM33,4.3694067
FAM122B,FAM122B,7.7639184
XXbac-BPG181M17.5,XXbac-BPG181M17.5,7.7950654
SCFD2,SCFD2,9.225323
CYBRD1,CYBRD1,5.79071
KPTN,KPTN,8.062022
TSHZ1,TSHZ1,5.6369996
CSNK1G3,CSNK1G3,4.708563
CHD5,CHD5,3.8191516
STMN3,STMN3,4.837915
KIAA1429,KIAA1429,7.0092044
PLCL2,PLCL2,5.6638775
DIS3,DIS3,7.5303936
BCL2L2,BCL2L2,5.459547
CRX,CRX,4.9219894
COMMD2,COMMD2,5.4293985
METTL6,METTL6,8.281024
LTBP2,LTBP2,5.209205
NUPL1,NUPL1,6.2901254
SIRT4,SIRT4,4.6336684
POLD4,POLD4,7.4374433
UQCRQ,UQCRQ,7.734969
HRAS,HRAS,8.51957
SCYL2,SCYL2,5.0738883
TRPV4,TRPV4,10.025435
FAM118B,FAM118B,9.925698
IRX2,IRX2,6.765764
ARHGEF15,ARHGEF15,12.035374
ZNF135,ZNF135,8.790496
NLGN1,NLGN1,4.020707
RAVER1,RAVER1,6.684191
ITGB3BP,ITGB3BP,5.5973897
DAZL,DAZL,4.187271
FANCI,FANCI,5.1047955
GPR32,GPR32,3.9244428
TPD52L1,TPD52L1,6.795896
ZNF286A,ZNF286A,6.938857
C2orf54,C2orf54,4.072857
DYNC1I1,DYNC1I1,8.209134
TBC1D25,TBC1D25,4.700362
USP39,USP39,8.854072
CREG2,CREG2,12.27995
CWC25,CWC25,8.41297
LRRC16A,LRRC16A,7.9212127
RDH12,RDH12,10.241782
HSD17B4,HSD17B4,8.186585
RPUSD2,RPUSD2,7.628631
TRNAU1AP,TRNAU1AP,9.62232
LIPC,LIPC,1.7188647
GALNTL6,GALNTL6,14.843565
ATF3,ATF3,6.768736
TYW1,TYW1,5.427531
CHRNB2,CHRNB2,11.063516
MFSD10,MFSD10,7.036626
ASPA,ASPA,2.3376276
HMX1,HMX1,1.087543
AFF1,AFF1,7.5149846
NOP16,NOP16,5.612539
GAPDH,GAPDH,8.402167
ANKS6,ANKS6,6.647646
GAL3ST4,GAL3ST4,6.3407135
PDIA4,PDIA4,7.695822
GOLGA8F,GOLGA8F,0.26281413
FAM9C,FAM9C,14.588195
ACY1,ACY1,8.659243
IL9R,IL9R,2.1206098
GLRX5,GLRX5,7.313966
TIE1,TIE1,4.1303663
C2orf48,C2orf48,9.004607
POLR2I,POLR2I,6.7222376
HELZ,HELZ,8.779443
PTER,PTER,7.2522607
MALSU1,MALSU1,6.0423236
QPRT,QPRT,3.5178874
MUC8,MUC8,12.35052
BCL7A,BCL7A,6.0550017
EN1,EN1,6.041118
MEX3A,MEX3A,5.4362154
REV1,REV1,7.4931464
FAM193B,FAM193B,5.1817045
CCL15-CCL14,CCL15-CCL14,6.2618456
TRERF1,TRERF1,8.987135
ABT1,ABT1,5.1590743
TACO1,TACO1,6.5634317
ANKRD46,ANKRD46,10.526326
AGPS,AGPS,7.211382
NME3,NME3,6.384839
GP6,GP6,4.0424333
PSEN1,PSEN1,9.063888
ETV6,ETV6,4.687211
TMEM218,TMEM218,6.376605
SPRTN,SPRTN,4.214286
ARL17B,ARL17B,5.980025
C16orf86,C16orf86,5.303174
TCEAL3,TCEAL3,6.5083065
ZNF124,ZNF124,3.2791867
LMO2,LMO2,9.218283
NECAP2,NECAP2,6.3595047
TP53TG5,TP53TG5,0.8919493
UBE2L6,UBE2L6,6.709422
ZC2HC1C,ZC2HC1C,2.871926
HLA-C,HLA-C,8.192273
HERC5,HERC5,9.82242
IL11RA,IL11RA,6.904656
IL17RD,IL17RD,12.383616
C7orf69,C7orf69,0.122808374
TRIM3,TRIM3,6.080657
ZMAT2,ZMAT2,7.278253
KANSL3,KANSL3,4.844619
SERTM1,SERTM1,3.3152478
FZD10,FZD10,5.7573957
POLL,POLL,4.7675085
FAH,FAH,6.9067745
DUSP26,DUSP26,4.9457374
ATG9A,ATG9A,6.8636813
PRB3,PRB3,1.5059186
TRIM49,TRIM49,5.581271
NSMCE1,NSMCE1,5.9291034
COMP,COMP,7.0027246
ZDHHC23,ZDHHC23,6.7553535
NPHP3,NPHP3,5.8865504
TPM3,TPM3,7.7091904
C12orf44,C12orf44,6.6680455
ITGAV,ITGAV,5.7021513
GLUL,GLUL,7.383325
RHOJ,RHOJ,3.9169729
TECTA,TECTA,9.087968
RP11-315D16.2,RP11-315D16.2,1.5854
CLDN19,CLDN19,1.9997712
KLHDC9,KLHDC9,5.8611145
RP11-156P1.2,RP11-156P1.2,15.014263
GPX1,GPX1,7.021924
LMBRD2,LMBRD2,4.6127195
PRCD,PRCD,12.927056
SPRR4,SPRR4,4.517763
XKR9,XKR9,10.74121
BRINP3,BRINP3,1.0180267
CORO1C,CORO1C,6.9008565
TUBA8,TUBA8,9.871102
HDGFRP2,HDGFRP2,5.7006574
HDAC10,HDAC10,7.146985
NECAB3,NECAB3,5.5453925
OTX1,OTX1,5.711016
RPL30,RPL30,7.5758867
DYNLT3,DYNLT3,6.9050364
FRG1B,FRG1B,5.5972934
RBM14,RBM14,9.850687
ZIC2,ZIC2,6.5791793
KDM5A,KDM5A,10.539562
KIAA1456,KIAA1456,1.6856055
ARHGAP11B,ARHGAP11B,3.7130437
SFTPB,SFTPB,1.2540138
CCDC84,CCDC84,6.2512817
FBXO42,FBXO42,4.818669
FAM193A,FAM193A,4.460477
INSIG1,INSIG1,6.963438
RPA4,RPA4,0.5203708
DLX3,DLX3,4.385241
KIAA1211L,KIAA1211L,3.4887512
TRIM36,TRIM36,7.4870777
BNIPL,BNIPL,8.36556
TMEM64,TMEM64,4.3533783
MOGAT1,MOGAT1,6.335941
POU4F3,POU4F3,7.526827
PHOX2A,PHOX2A,0.2227107
TDRD1,TDRD1,0.6736735
RNF6,RNF6,7.7423687
PRR24,PRR24,6.5312366
ECHDC2,ECHDC2,7.761736
KCNK6,KCNK6,7.492473
C3orf17,C3orf17,5.358696
MCCC1,MCCC1,8.238319
RNMTL1,RNMTL1,5.708796
LHX8,LHX8,10.096942
PIK3R5,PIK3R5,4.340334
FAM195A,FAM195A,6.675317
OXER1,OXER1,1.9849472
CDS2,CDS2,5.2355194
PGRMC1,PGRMC1,6.1236277
EDEM2,EDEM2,6.9769444
OR1J4,OR1J4,0.4992569
MYCBP,MYCBP,6.0830584
PSPC1,PSPC1,8.032149
DLK2,DLK2,8.940534
MS4A4A,MS4A4A,7.2669225
TRIB1,TRIB1,5.3205714
AC006132.1,AC006132.1,2.5122118
ACTL7A,ACTL7A,8.517426
KCNJ5,KCNJ5,4.745109
TJP3,TJP3,8.495886
TNNT3,TNNT3,7.796957
BSCL2,BSCL2,6.083955
DUS2,DUS2,4.8268266
UBE3C,UBE3C,8.499457
RPUSD3,RPUSD3,6.8572674
C1orf194,C1orf194,0.6410973
ZNF711,ZNF711,2.6716754
WWP2,WWP2,5.1668224
KLHL31,KLHL31,1.7614113
ANXA9,ANXA9,2.9936333
BZW1,BZW1,7.4778013
CELF2,CELF2,4.552923
ALDH3A1,ALDH3A1,9.019621
PODXL,PODXL,4.920505
FIS1,FIS1,6.671269
CBWD3,CBWD3,10.553644
ST3GAL6,ST3GAL6,3.6893497
CBX4,CBX4,5.952513
KLF7,KLF7,7.9388123
SPECC1L,SPECC1L,6.260062
UBR2,UBR2,5.745608
TEP1,TEP1,8.513748
TMEM91,TMEM91,5.7279296
MLANA,MLANA,4.8532114
BRCA2,BRCA2,11.517467
ABCC2,ABCC2,8.589096
VWC2,VWC2,10.159131
GRWD1,GRWD1,7.0508237
MCF2L,MCF2L,3.9046452
PHF14,PHF14,5.0541124
HHAT,HHAT,6.880678
UPK1A,UPK1A,3.234908
NLRC4,NLRC4,5.486593
FER,FER,5.3319263
GOLGA8A,GOLGA8A,9.090448
DUSP19,DUSP19,4.519796
SPATC1L,SPATC1L,9.656762
TOB2,TOB2,5.091532
BSDC1,BSDC1,7.079897
FUS,FUS,7.2810464
HOXA1,HOXA1,6.6357527
CDC40,CDC40,5.13221
AWAT1,AWAT1,7.5212126
SHKBP1,SHKBP1,6.0696096
COPS7A,COPS7A,7.160344
FBXO2,FBXO2,7.972748
HGFAC,HGFAC,0.8444998
PADI1,PADI1,4.571698
TRMT13,TRMT13,4.0206084
SAMD4B,SAMD4B,6.4723544
ANKEF1,ANKEF1,5.447319
MYL2,MYL2,3.1647506
RP11-321N4.5,RP11-321N4.5,10.694349
ZDHHC3,ZDHHC3,6.7009525
MBP,MBP,4.851263
MYH14,MYH14,5.1856713
AHSG,AHSG,9.713033
ZAR1,ZAR1,7.856562
KLF4,KLF4,6.9166894
IFNLR1,IFNLR1,4.941683
FYN,FYN,6.8659773
STEAP2,STEAP2,4.981438
TULP3,TULP3,6.203431
SURF4,SURF4,7.3743196
DAP,DAP,7.6821737
LGR5,LGR5,2.8109605
FAM114A1,FAM114A1,9.99874
ATP6V1G2-DDX39B,ATP6V1G2-DDX39B,4.7023754
ZNF331,ZNF331,6.8878865
SCLY,SCLY,4.364914
RP11-458D21.5,RP11-458D21.5,13.796881
SNRPN,SNRPN,5.8444963
PSG8,PSG8,5.1695623
DNAI1,DNAI1,2.7439325
DDX27,DDX27,6.9766474
SEPT4,SEPT4,9.066205
MCF2L2,MCF2L2,9.874872
DRAM1,DRAM1,9.814945
C1orf229,C1orf229,5.440336
CBR3,CBR3,6.2223177
ZNF581,ZNF581,7.2552094
FDFT1,FDFT1,7.174567
PERP,PERP,7.781059
NKD2,NKD2,4.3900037
DEFA1,DEFA1,14.159701
HSPA2,HSPA2,6.928436
C10orf67,C10orf67,14.119715
IL6,IL6,8.069188
WHSC1,WHSC1,6.0179687
CYB5R2,CYB5R2,5.598212
ZNF454,ZNF454,6.4352565
C5orf27,C5orf27,3.1075172
EPHA7,EPHA7,9.793511
FAM72A,FAM72A,11.597928
CALCB,CALCB,8.055049
PPIL2,PPIL2,9.396361
LUC7L,LUC7L,6.7726297
AC008964.1,AC008964.1,3.824586
ZFP37,ZFP37,8.356291
CKAP4,CKAP4,6.520926
B3GALNT2,B3GALNT2,4.6073337
C9orf147,C9orf147,1.2231791
MIDN,MIDN,6.4999514
ACOT1,ACOT1,8.226056
DBNDD2,DBNDD2,7.267818
TAS2R19,TAS2R19,0.61689675
GPHA2,GPHA2,8.880854
MSANTD1,MSANTD1,5.554543
GPR124,GPR124,6.53166
MBD3L4,MBD3L4,15.348603
CTC-479C5.12,CTC-479C5.12,5.526956
GPR63,GPR63,6.6440716
FGF16,FGF16,14.78212
MRPL39,MRPL39,7.5849867
AC106876.2,AC106876.2,13.739605
DUSP23,DUSP23,5.9474163
AASDH,AASDH,3.8761168
DPH3,DPH3,4.6288886
ZNF419,ZNF419,7.542283
NBPF14,NBPF14,11.387049
PBOV1,PBOV1,0.04944242
IL9,IL9,0.07375385
FAM21A,FAM21A,4.8121777
ARSB,ARSB,3.9222815
ANKRD18A,ANKRD18A,4.6925
SYDE2,SYDE2,10.404608
FDCSP,FDCSP,8.933369
ESYT3,ESYT3,2.9317462
TRIM42,TRIM42,1.8992025
UNC93B1,UNC93B1,6.281262
GATAD1,GATAD1,4.703308
AC074091.13,AC074091.13,2.2325108
C1orf86,C1orf86,8.6179905
MRPL30,MRPL30,4.3644624
CTC-260F20.3,CTC-260F20.3,2.2983294
WDR63,WDR63,1.2663468
IL10RA,IL10RA,4.111076
SCGB2A1,SCGB2A1,1.2566798
NOP56,NOP56,8.701778
BCCIP,BCCIP,5.931853
MECR,MECR,6.3748636
NFIC,NFIC,7.245378
SOX7,SOX7,6.277264
C1orf234,C1orf234,6.4398527
NAP1L1,NAP1L1,7.148086
TOR1A,TOR1A,5.7848783
FAM180A,FAM180A,2.1747198
PKHD1L1,PKHD1L1,2.7330801
MCEE,MCEE,5.1045184
SLC23A2,SLC23A2,6.3659673
PSMD4,PSMD4,7.2026086
BEND4,BEND4,5.549233
GGCX,GGCX,7.1431475
NUP210L,NUP210L,0.19598393
MOB1A,MOB1A,7.747764
DIO1,DIO1,14.630601
