,x,0
13904,NARS,3.3098338
10870,TM9SF2,3.3098984
6859,KMT2C,3.3099687
7544,DNAJA1,3.3104959
6318,H2AFV,3.311451
7427,MAF1,3.3116992
14004,MIDN,3.3119156
14300,C19orf43,3.312605
15685,CCT8,3.3128123
3297,ARL6IP5,3.3132627
2890,ARPC4,3.313899
13293,DUSP3,3.314053
3008,GOLGA4,3.3142357
14829,DMPK,3.3146508
12175,GSPT1,3.3148947
3929,DHX15,3.3153567
11512,THBS1,3.315603
14728,ARHGEF1,3.31591
6094,PSMB1,3.3169146
3262,ARF4,3.3169968
14299,TNPO2,3.3175423
15789,UBE2G2,3.3179438
9023,TRIM44,3.3179977
3222,BAP1,3.318148
4788,HSD17B4,3.3182662
2203,STARD7,3.3187885
8916,USP47,3.3189347
5175,FAM193B,3.3190064
36,SSU72,3.3190284
6874,DNAJB6,3.3190851
8210,ARHGAP21,3.3191435
3597,SERP1,3.3194392
6697,CALU,3.3198555
12583,SF3B3,3.3209307
12450,HERPUD1,3.3210347
10899,ANKRD10,3.3211687
4173,ADH5,3.3212306
11734,RAB11A,3.3212435
8391,ANXA7,3.3212845
10469,PPP1CC,3.322272
591,RNF11,3.3223884
4885,ETF1,3.3226
11785,NPTN,3.3241124
7439,CPSF1,3.3248217
9019,CD44,3.3253691
15546,UBE2V1,3.3254852
3351,PCNP,3.3256125
4622,PIK3R1,3.3256245
5128,ATP6V0E1,3.3258958
7959,SH3GLB2,3.3260221
2561,COL3A1,3.3260512
1655,RNF187,3.3260875
12479,CNOT1,3.3263037
6248,MTURN,3.3263733
2982,STT3B,3.326563
8139,PFKFB3,3.3266048
11937,MAN2A2,3.3269017
13308,UBTF,3.3270094
4644,MAP1B,3.3270493
11394,PPP2R5C,3.3271506
9637,DDX6,3.3276658
5149,CLTB,3.3276958
3452,ITGB5,3.3279777
13168,PIP4K2B,3.3280566
6311,NUDCD3,3.3280597
11705,HERC1,3.3280997
6994,BNIP3L,3.3282585
14349,OR7A5,3.3292775
735,CYR61,3.3294153
16301,EIF2S3,3.3294532
12769,CLUH,3.3296592
1879,NRBP1,3.3298223
7972,FNBP1,3.3298676
13267,EZH1,3.3303554
15592,CTSZ,3.3305445
6744,MTPN,3.330636
7029,PPP2CB,3.3313665
2175,CHMP3,3.3314755
14381,SIN3B,3.3315635
8221,YME1L1,3.3323917
8787,TALDO1,3.332447
7416,NRBP2,3.3325307
6584,CUX1,3.3326766
5662,VEGFA,3.3330076
6368,TMEM248,3.3334289
248,HNRNPR,3.33347
10503,MED13L,3.3334928
13247,RAB5C,3.3336024
1940,SRSF7,3.3336604
15968,SMTN,3.3344152
13327,NMT1,3.3345299
2832,NDUFA10,3.334655
7608,CLTA,3.3349867
13049,KIAA0100,3.335003
5055,G3BP1,3.3350883
4244,SYNPO2,3.3351212
15436,SAMHD1,3.335153
15442,BLCAP,3.3356307
3854,HTT,3.3359222
3843,MXD4,3.335981
1124,ADAM15,3.3360415
15854,MED15,3.3361645
9219,STIP1,3.336177
8081,DPP7,3.3362887
12281,XPO6,3.3364592
12626,GABARAPL2,3.337088
6761,HIPK2,3.3371754
10894,COL4A1,3.3372958
5528,PHF1,3.3377824
13065,MYO18A,3.337821
1772,KIDINS220,3.338116
12209,ARL6IP1,3.3384998
14354,NOTCH3,3.338712
16581,TCEAL4,3.3387296
8076,NPDC1,3.3388252
15648,DNAJC5,3.3389373
12714,SPG7,3.339141
11169,HIF1A,3.3392713
11443,CRIP2,3.3393905
874,ATP5F1,3.339686
7026,SMIM18,3.3407516
14049,GADD45B,3.3409579
11385,YY1,3.341002
305,ARID1A,3.3415031
5726,PTP4A1,3.3419027
1965,LRPPRC,3.3421676
10654,SAP18,3.3425877
6847,AGAP3,3.3427033
11343,ITPK1,3.3430502
12748,PITPNA,3.3432446
6914,FDFT1,3.3447065
12142,GLYR1,3.3449137
4863,H2AFY,3.3450358
9471,CREBZF,3.3452075
16130,PACSIN2,3.3456771
15629,ARFGAP1,3.3462384
553,GPBP1L1,3.3470047
9523,TMEM123,3.3470416
16096,RANGAP1,3.3470712
14531,LSM14A,3.3473277
7415,PUF60,3.3482003
88,KLHL21,3.3488672
1688,IRF2BP2,3.3491037
311,NUDC,3.3491404
1623,EPHX1,3.3497586
11681,SLTM,3.3500865
12354,FBRS,3.3502202
5449,CSNK2B,3.3505538
16384,TFE3,3.3509166
14937,FCGRT,3.351046
12843,RNASEK,3.3513205
12174,RSL1D1,3.3515213
24,DVL1,3.3516958
3144,IMPDH2,3.3517444
1018,CDC42SE1,3.3518434
3940,RBPJ,3.351928
14832,SYMPK,3.3519282
9280,RELA,3.352084
10483,HECTD4,3.3523986
15938,AP1B1,3.3526473
6369,SBDS,3.3530715
9090,SSRP1,3.3532758
13255,ATP6V0A1,3.3539593
13681,SLC38A10,3.354107
13068,NUFIP2,3.3544915
369,KHDRBS1,3.3545358
635,DHCR24,3.3547387
15536,STAU1,3.3547657
6766,MKRN1,3.3547778
11440,PACS2,3.3549693
14444,COPE,3.3552737
388,RBBP4,3.3552783
9630,KMT2A,3.3556309
12765,SGSM2,3.3556485
10185,ESYT1,3.3558345
12196,KIAA0430,3.3558493
4917,IK,3.356034
12278,GTF3C1,3.3560474
10960,OXA1L,3.35636
12170,LITAF,3.3572745
8379,ANAPC16,3.3577325
4165,PDLIM5,3.3585653
8231,SVIL,3.358683
3828,CTBP1,3.3589363
13197,THRA,3.3591263
12428,MMP2,3.3591409
2223,COX5B,3.3592043
14886,KDELR1,3.3594968
1096,JTB,3.3604157
15427,DLGAP4,3.3604434
4063,ANKRD17,3.360641
15226,PSMF1,3.361423
3159,DAG1,3.3619585
10598,ZNF664,3.362563
12330,YPEL3,3.3627353
4485,TRIO,3.3631434
10231,MBD6,3.3633928
13954,MBP,3.3639884
20,ACAP3,3.364171
12659,MBTPS1,3.3641772
2127,AUP1,3.3643668
5846,FOXO3,3.364833
2924,IQSEC1,3.3652549
1475,ADIPOR1,3.3658447
15495,SDC4,3.3664143
317,WDTC1,3.3664732
14873,EHD2,3.3682594
1980,MCFD2,3.368317
15623,DIDO1,3.368531
8799,AP2A2,3.3685617
2720,FAM134A,3.3685892
9751,ADIPOR2,3.3694258
14249,SMARCA4,3.3694754
2806,MROH2A,3.3698254
5241,PRPF4B,3.3699293
13647,SYNGR2,3.3704138
5993,UTRN,3.370619
15819,MICAL3,3.3706234
6791,GSTK1,3.3708193
13641,SEC14L1,3.3712676
9215,COX8A,3.3714054
8898,DENND5A,3.3715625
11309,SEL1L,3.371862
3678,TBL1XR1,3.3722413
15106,PPP6R1,3.3727465
12267,TNRC6A,3.3733385
1633,PARP1,3.3738651
9303,PACS1,3.3739114
6611,KMT2E,3.373927
9898,EMP1,3.3741815
8360,SAR1A,3.3753016
11501,GOLGA8A,3.375604
93,VAMP3,3.3762534
2815,COL6A3,3.376432
7938,GOLGA2,3.3765554
1399,ARPC5,3.376797
4374,CPE,3.3770335
1030,PI4KB,3.377515
10835,MYCBP2,3.3775575
2777,CAB39,3.3779554
16326,ATP6AP2,3.3781636
14572,KMT2B,3.3781643
8928,COPB1,3.3786721
13353,NPEPPS,3.3788373
10229,MARS,3.3790445
10580,ARL6IP4,3.3790536
9182,UBXN1,3.379716
10131,SP1,3.3797493
12756,SERPINF1,3.3797514
10157,ITGA5,3.3807294
10002,SCAF11,3.3808467
4504,ZFR,3.3809564
14305,PRDX2,3.3814754
14078,PIP5K1C,3.3824017
16407,MAGED1,3.382678
8435,TSPAN14,3.3832097
2891,TTLL3,3.3836005
13194,PSMD3,3.383862
6023,AKAP12,3.3843093
12134,MGRN1,3.3844724
11466,HERC2,3.385097
8840,STIM1,3.3852513
12986,ALKBH5,3.385603
15803,LSS,3.386034
1143,ASH1L,3.3864574
14461,NDUFA13,3.3867393
12629,TERF2IP,3.386744
10183,PA2G4,3.3867939
14031,BTBD2,3.387181
384,BSDC1,3.3873649
7555,UBE2R2,3.3876622
4953,TAF7,3.3878832
4084,G3BP2,3.387971
12322,TAOK2,3.3881066
4882,KDM3B,3.388232
5750,TMEM30A,3.388299
10952,SUPT16H,3.38883
8697,HTRA1,3.3889818
12628,KARS,3.3890584
2723,ATG9A,3.3891685
14966,NR1H2,3.3892314
8575,LZTS2,3.3894906
12856,CTDNEP1,3.3895855
15989,FBXO7,3.3898947
9915,STRAP,3.3899913
16270,RBBP7,3.3901768
12595,AP1G1,3.3902807
5003,DPYSL3,3.3903182
8110,ZMYND11,3.3905268
14852,STRN4,3.390629
7714,IARS,3.390828
15898,CABIN1,3.3913448
15777,CSTB,3.3914251
12562,VPS4A,3.391566
9073,PSMC3,3.3915722
12190,PDXDC1,3.392127
8567,SCD,3.392309
3693,FXR1,3.3924048
8936,C11orf58,3.3925266
8681,PRDX3,3.3925881
15216,RBCK1,3.3926954
12255,GGA2,3.3931994
997,APH1A,3.3939936
7277,AZIN1,3.3943782
8753,ECHS1,3.394558
461,NDUFS5,3.3946934
3362,CD47,3.394709
4648,TNPO1,3.3948262
2204,TMEM127,3.3955195
15652,PRPF6,3.3955872
3551,COPB2,3.3959055
15268,CENPB,3.396179
4000,OCIAD1,3.3963184
12702,PIEZO1,3.3966317
7973,GPR107,3.396703
7952,ZER1,3.3968835
98,ERRFI1,3.3975666
16351,CDK16,3.3984334
5637,KLHDC3,3.3986533
8412,VDAC2,3.3989239
14856,ARHGAP35,3.3991075
1298,CREG1,3.3992243
5936,EPB41L2,3.399501
1902,YPEL5,3.3997922
16150,KIAA0930,3.3998594
16352,USP11,3.399888
2872,ARL8B,3.4003675
9272,SCYL1,3.400812
5523,RGL2,3.4011104
9137,TMEM109,3.401413
10631,GOLGA3,3.4016225
1876,SNX17,3.4017746
13726,WDR45B,3.4031315
9108,ZFP91,3.4032233
6146,EIF2AK1,3.403462
2833,GPC1,3.4035702
1048,S100A10,3.4036543
3733,TRA2B,3.4039207
16525,SH3BGRL,3.4039338
1092,DENND4B,3.4040627
9398,ARAP1,3.4040673
12950,PMP22,3.4043105
12297,SH2B1,3.4047225
11714,OAZ2,3.404931
898,HIPK1,3.4050329
16000,RBFOX2,3.405293
11364,DICER1,3.4056666
11428,AKT1,3.4057534
5532,ITPR3,3.4060693
11002,PSME1,3.4061537
11818,MAN2C1,3.4062526
13621,EXOC7,3.4065294
5841,SEC63,3.4066446
6526,ZKSCAN1,3.406973
11210,DCAF5,3.407177
12523,ATP6V0D1,3.4074054
15499,PIGT,3.4076636
8803,TOLLIP,3.407861
6953,FAM160B2,3.4083292
12332,MAPK3,3.408793
16557,HNRNPH2,3.4089766
6581,FIS1,3.4100947
7432,HSF1,3.410258
16431,PAGE2B,3.4104035
2695,AAMP,3.4109957
5654,YIPF3,3.4110398
16213,AKAP17A,3.4113076
13072,GIT1,3.4113085
12809,RNF167,3.4115064
16034,TRIOBP,3.412165
13712,GPS1,3.4122863
13240,CNP,3.41273
5495,HLA-DRA,3.4134438
226,EIF4G3,3.4134831
8837,NUP98,3.413894
13947,CNDP2,3.4144027
4045,YTHDC1,3.414809
8622,SLK,3.4151845
14569,COX6B1,3.4152834
7425,CYC1,3.4157119
9052,DGKZ,3.4157283
11408,TNFAIP2,3.4160614
16070,CBX7,3.416198
16772,MECP2,3.4164054
1049,S100A11,3.4165177
3622,SSR3,3.417136
8101,NSMF,3.4173021
2375,PLEKHB2,3.4180577
14001,SBNO2,3.4181325
3110,SCAP,3.418354
5254,SSR1,3.4185724
3563,ATP1B3,3.4190226
1857,TMEM214,3.419654
7414,SCRIB,3.4198434
13037,POLDIP2,3.4203043
2778,ITM2C,3.420395
1917,BIRC6,3.4206557
3114,DHX30,3.420904
6543,PILRB,3.4209116
6089,PHF10,3.4209538
1922,CRIM1,3.4213219
13131,TAF15,3.4215415
9258,VPS51,3.4224246
15417,CPNE1,3.4225595
14665,SAMD4B,3.4229226
13590,SUMO2,3.4230905
11910,ABHD2,3.423124
372,TXLNA,3.4232333
16099,TOB2,3.4232829
593,EPS15,3.4232872
16125,POLDIP3,3.4234493
14729,RABAC1,3.4235911
5967,IFNGR1,3.423602
1087,ILF2,3.424036
639,USP24,3.4241629
7085,HGSNAT,3.424238
13881,MBD1,3.4243433
6220,CBX3,3.4244082
517,PTPRF,3.4245756
7158,TRAM1,3.4246733
3497,PLXND1,3.4247866
3106,SETD2,3.425055
12317,CDIPT,3.4253201
1622,SRP9,3.4257061
13069,TAOK1,3.4257255
5172,PDLIM7,3.4257798
13311,SLC25A39,3.4268157
556,MAST2,3.4271898
14405,COLGALT1,3.4277062
11451,CYFIP1,3.4277592
4997,LARS,3.428016
7804,TMEM245,3.4280906
15358,HM13,3.428355
2576,GLS,3.4284556
7955,LRRC8A,3.4284768
3109,PTPN23,3.428997
4842,HSPA4,3.4293149
7391,LY6E,3.4299521
1103,UBAP2L,3.4304924
8684,TIAL1,3.4310389
15250,PTPRA,3.4312644
14232,TYK2,3.4312732
5874,MARCKS,3.431452
433,STK40,3.431756
7424,GPAA1,3.4319506
16629,PLS3,3.4326465
6652,CAV1,3.432727
4085,USO1,3.4327958
551,NASP,3.4329376
10708,N4BP2L2,3.4329422
14972,EMC10,3.4333272
13444,AKAP1,3.4333901
2174,KDM3A,3.4334197
2731,DES,3.4335725
12525,FAM65A,3.4337459
11388,WARS,3.4339151
10276,CAND1,3.4339626
3571,U2SURP,3.4340618
14946,PRMT1,3.4341526
10910,CUL4A,3.434436
357,PUM1,3.434688
9635,PHLDB1,3.434813
14535,UBA2,3.4349673
7871,DAB2IP,3.4358327
10642,MPHOSPH8,3.4360876
16762,SSR4,3.436377
263,SRSF10,3.4365354
9061,CKAP5,3.4369373
562,LRRC41,3.437217
10832,KCTD12,3.4380927
8138,RBM17,3.438192
3818,PCGF3,3.4383774
884,CAPZA1,3.4384904
4402,SPCS3,3.4385087
3761,CCDC50,3.4386039
10154,COPZ1,3.4387448
14943,SCAF1,3.4388592
16190,LMF2,3.438945
1697,NID1,3.4390223
10030,DDX23,3.439047
4505,SUB1,3.439232
12718,CHMP1A,3.439306
6508,PDAP1,3.4393349
2211,KANSL3,3.4394467
16062,CBX6,3.4394755
5752,SENP6,3.4405658
15345,APMAP,3.4406273
1397,SMG7,3.4408307
11983,FAM234A,3.4409184
13233,JUP,3.4409401
7250,MTDH,3.4412012
3042,TRAK1,3.441462
9057,ATG13,3.441593
9727,SNX19,3.4416544
15553,ADNP,3.4417424
14053,SGTA,3.4420042
1802,DDX1,3.4423196
16186,PPP6R2,3.4425592
12393,VPS35,3.4429474
6549,TSC22D4,3.4432988
16733,CD99L2,3.4434762
15736,DYRK1A,3.443479
9362,PPP6R3,3.4442496
9305,RAB1B,3.4444456
5942,CTGF,3.445075
5515,SLC39A7,3.4452116
6618,SYPL1,3.4452252
8488,BTAF1,3.445488
2577,STAT1,3.4455426
6216,CYCS,3.445635
13692,HGS,3.4461741
16174,PIM3,3.4467092
2781,PSMD1,3.4467895
3321,CGGBP1,3.4471736
6381,BAZ1B,3.4475152
10980,BCL2L2,3.4475338
7644,TJP2,3.4475868
13961,PQLC1,3.4478836
11545,CHP1,3.4480748
2342,CLASP1,3.4487586
6443,DMTF1,3.4491525
1591,EPRS,3.4493027
8634,MXI1,3.449379
6654,CAPZA2,3.4499438
5643,SRF,3.4499595
12813,CAMTA2,3.4500837
3642,KPNA4,3.4501595
1228,NCSTN,3.4502764
8709,OAT,3.4503975
13011,ALDH3A2,3.4504364
7993,SETX,3.4505603
16085,SGSM3,3.4506526
713,FUBP1,3.4508507
12537,EDC4,3.450879
594,OSBPL9,3.4509132
14030,CSNK1G2,3.4512374
15282,CDS2,3.4513588
10322,PPP1R12A,3.451489
2070,PCBP1,3.451623
6827,REPIN1,3.4516861
14020,MBD3,3.4517949
14653,SIRT2,3.4518309
1834,NCOA1,3.4522152
475,PPT1,3.4523172
7884,RABGAP1,3.4523776
2556,ITGAV,3.4523928
9224,VEGFB,3.452693
15858,CRKL,3.4527566
13209,SMARCE1,3.452906
16381,OTUD5,3.45298
9609,SIDT2,3.4536884
10410,TXNRD1,3.4538243
9909,MGP,3.453842
8361,PPA1,3.4540062
7374,PTK2,3.4541235
14458,MAU2,3.4544613
13404,PPP1R9B,3.454658
14345,TECR,3.4550984
8069,PTGDS,3.455155
13196,MED24,3.4552534
3105,NBEAL2,3.4554613
1117,SHC1,3.4558842
3346,TFG,3.45635
9069,MADD,3.456444
1152,ARHGEF2,3.4565983
610,SCP2,3.4567633
5882,TSPYL1,3.4570162
296,SH3BGRL3,3.4570255
3227,STAB1,3.4573293
4443,EXOC3,3.4575663
10017,PFKM,3.4589176
9046,CRY2,3.4589663
15779,AGPAT3,3.459018
7922,CDK9,3.4592283
6427,PTPN12,3.4597075
7261,COX6C,3.460632
13238,ACLY,3.460743
14002,STK11,3.4608998
8917,DKK3,3.4622703
6412,POR,3.4629686
7862,FBXW2,3.4630065
9136,PRPF19,3.4631493
13383,UBE2Z,3.4632306
371,KPNA6,3.463581
10196,PAN2,3.4635983
3052,HIGD1A,3.4639049
4619,SREK1,3.4641488
1678,EGLN1,3.4644146
11470,TJP1,3.4644814
14131,NDUFA11,3.4648051
5487,AGPAT1,3.4648795
13713,DUS1L,3.4651616
14145,SLC25A23,3.465233
6004,TAB2,3.465635
13618,SRP68,3.4656515
11236,NUMB,3.4657767
4983,KIAA0141,3.4662652
4735,ELL2,3.466515
10043,TUBA1B,3.467025
7024,RBPMS,3.4672222
10963,MMP14,3.4675045
9756,FKBP4,3.4681294
8120,PITRM1,3.4683957
12404,LONP2,3.4686956
11112,C14orf166,3.468702
15244,NOP56,3.4687402
10151,CBX5,3.468861
5303,DEK,3.4689388
4591,GPBP1,3.4692705
9208,ATL3,3.4695807
15348,ENTPD6,3.469874
10289,CCT2,3.469973
14164,PNPLA6,3.4701228
16058,GTPBP1,3.4705784
13559,CDC42EP4,3.4709616
2224,ACTR1B,3.471067
5145,KIAA1191,3.471263
16771,IRAK1,3.4713848
2083,TEX261,3.4714625
12674,GSE1,3.4715812
5418,DDR1,3.4719098
10624,FBRSL1,3.4719892
8050,NOTCH1,3.4720185
5587,ZFAND3,3.472344
51,RER1,3.47243
14003,ATP5D,3.4724526
2171,IMMT,3.4724588
3707,ABCC5,3.4728405
16769,HCFC1,3.473206
12266,RBBP6,3.4739919
12089,FLYWCH1,3.4740634
12435,AMFR,3.4740806
15860,LZTR1,3.4740806
14956,TBC1D17,3.4743133
15929,XBP1,3.4743593
15401,TP53INP2,3.4744852
14045,SPPL2B,3.4745333
9216,OTUB1,3.474586
11160,PPM1A,3.4746718
4287,SETD7,3.4747145
6314,TMED4,3.474732
7809,AKAP2,3.4749103
2645,NDUFS1,3.4749959
9014,CAT,3.4755757
15232,NSFL1C,3.475922
11775,PARP6,3.475926
12421,RBL2,3.476054
397,AK2,3.4760773
10285,CPSF6,3.4763346
14011,DAZAP1,3.4772878
7116,IMPAD1,3.4779365
1085,CHTOP,3.4779537
8584,FBXW4,3.4780524
977,PDE4DIP,3.478259
180,SZRD1,3.4782815
6517,ZNF655,3.4783008
877,RAP1A,3.478331
8763,PSMD13,3.478431
16048,TMEM184B,3.4785724
11013,NEDD8,3.47865
10866,DOCK9,3.4789474
10447,KCTD10,3.479621
16638,PGRMC1,3.479978
15397,DYNLRB1,3.480132
1593,IARS2,3.480566
1300,MPZL1,3.4810374
1798,LPIN1,3.4811225
11410,MARK3,3.4814003
5165,LMAN2,3.4814894
523,ATP6V0B,3.4818738
2836,RNPEPL1,3.4822164
10118,SPRYD3,3.4822662
2072,TIA1,3.4826977
10003,SLC38A1,3.4827328
8685,BAG3,3.4830344
11383,EVL,3.4831269
6506,ARPC1A,3.4837916
15869,UBE2L3,3.483839
516,SZT2,3.4844518
5201,MGAT4B,3.4849122
2404,ZEB2,3.4850018
9629,ATP5L,3.4850132
8998,EIF3M,3.4852254
15379,MAPRE1,3.4852972
13766,RAB31,3.4854455
4488,ANKH,3.4858963
2548,DNAJC10,3.4862566
10772,ESD,3.48662
4913,SLC35A4,3.4867444
3390,NAA50,3.4870884
16101,ACO2,3.4871361
416,KIAA0319L,3.4872718
11926,IDH2,3.48738
13668,GAA,3.4874034
5204,RNF130,3.4874098
10305,ATXN7L3B,3.48799
5482,ATF6B,3.488001
13730,TBCD,3.4893343
4055,GRSF1,3.4893744
15810,PRMT2,3.4895027
13888,SMAD4,3.4896798
7890,PSMB7,3.4898715
9246,EHD1,3.490553
11260,YLPM1,3.491064
8148,CELF2,3.4910665
4482,DAP,3.4913018
15742,BRWD1,3.4913082
366,COL16A1,3.491366
12929,GAS7,3.491451
3147,USP19,3.4917233
3135,IP6K2,3.4917655
15904,GUCD1,3.4920568
1303,DCAF6,3.4925053
13504,CCDC47,3.4927049
5727,PHF3,3.4929745
13535,BPTF,3.492977
11693,VPS13C,3.4929798
4899,UBE2D2,3.4933164
8119,PFKP,3.4938176
13912,LMAN1,3.4938254
63,TPRG1L,3.4939382
2110,MOB1A,3.4939616
15361,BCL2L1,3.4945858
5667,SLC29A1,3.4947255
10444,ACACB,3.4953969
11744,SMAD3,3.4957023
15842,COMT,3.4957254
9891,CDKN1B,3.4958885
5404,GNL1,3.4959533
1260,SDHC,3.4965832
142,PLOD1,3.496622
11000,DCAF11,3.4966285
628,SSBP3,3.497301
10932,APEX1,3.4974482
2737,OBSL1,3.4978662
6134,WIPI2,3.4979465
12321,TMEM219,3.497981
11790,PML,3.4980013
1150,KIAA0907,3.4981155
7076,VDAC3,3.498378
10480,ERP29,3.49854
10569,RSRC2,3.4986746
11319,FOXN3,3.4986782
6040,ARID1B,3.4989982
10069,LIMA1,3.4993587
16374,HDAC6,3.4994495
7510,RRAGA,3.4994864
10224,R3HDM2,3.4996345
9465,PCF11,3.5002937
8748,TUBGCP2,3.5006514
11756,ANP32A,3.5007625
9389,LAMTOR1,3.5008783
14063,GNA11,3.501106
2497,DYNC1I2,3.5011249
8403,CAMK2G,3.50127
11778,ARIH1,3.5012903
12481,GOT2,3.5015197
13147,GGNBP2,3.5018287
13585,ATP5H,3.5019636
6553,LRCH4,3.5020247
6573,TRIM56,3.502304
4300,SMARCA5,3.502347
8929,PSMA1,3.502856
9102,ZDHHC5,3.5029442
13656,USP36,3.5029855
13655,CYTH1,3.5031776
14704,EGLN2,3.5033169
2630,BMPR2,3.5036685
7373,AGO2,3.5037904
278,TMEM50A,3.5041838
3967,PDS5A,3.5044608
5183,HNRNPAB,3.504851
6002,SASH1,3.5049052
1878,PPM1G,3.5050755
5803,MDN1,3.50509
7547,BAG1,3.5052311
10549,CAMKK2,3.5055459
7466,KANK1,3.5064447
6462,AKAP9,3.5066078
14315,RAD23A,3.506741
8513,PDLIM1,3.5072973
5529,CUTA,3.5075243
15514,CTSA,3.5075822
5954,SGK1,3.507939
823,PRPF38B,3.5079656
5171,DBN1,3.5079734
6078,RPS6KA2,3.5082693
153,PRDM2,3.508272
563,UQCRH,3.5084004
16646,RPL39,3.508487
7558,UBAP1,3.508676
3145,QRICH1,3.5087996
11954,IGF1R,3.508999
7792,SLC44A1,3.5094073
13897,TCF4,3.5099566
15217,TBC1D20,3.510016
6499,BRI3,3.5104275
15371,TM9SF4,3.5109103
16756,SLC6A8,3.5109954
2437,PKP4,3.5115247
3556,SLC25A36,3.511638
15056,MYADM,3.5119104
1188,ARHGEF11,3.5121653
1761,ADI1,3.512446
9278,MAP3K11,3.5125227
10302,RAB21,3.513935
15790,SUMO3,3.5139468
6057,WTAP,3.5140557
7999,TSC1,3.514142
2257,IL1R1,3.5145266
12454,FAM192A,3.5149384
4502,GOLPH3,3.5151205
11956,SYNM,3.515352
14824,SNRPD2,3.515436
15292,TMX4,3.5154533
2719,CNPPD1,3.5157392
16156,ATXN10,3.5160127
8607,WBP1L,3.5160763
3504,ATP2C1,3.516207
14358,AKAP8L,3.5162208
9829,SLC2A3,3.516308
16080,ENTHD1,3.5163283
14142,GTF2F1,3.5163646
15237,SIRPA,3.5164888
9696,EI24,3.51672
14154,TRIP10,3.5167298
9379,NADSYN1,3.5167456
13473,VMP1,3.517024
9645,HYOU1,3.5174706
3950,TBC1D1,3.5174706
7672,GNAQ,3.5176115
9173,MTA2,3.5176852
11992,RAB11FIP3,3.5181172
14736,GSK3A,3.5187051
10703,HSPH1,3.5191205
6411,RHBDD2,3.5199127
4728,TTC37,3.519919
11027,KHNYN,3.5199592
8246,CCNY,3.5199783
4834,SEPT8,3.5201292
13873,CTIF,3.5205705
6309,YKT6,3.5206716
5406,ABCF1,3.5207753
5562,MAPK14,3.5208127
5629,RPL7L1,3.5208142
10630,ANKLE2,3.520848
13508,SMARCD2,3.5211327
8639,PDCD4,3.5214524
13764,RALBP1,3.521559
15743,HMGN1,3.521689
7903,MAPKAP1,3.5218797
8761,RIC8A,3.5219052
8591,LDB1,3.5219445
7477,AK3,3.5222201
6949,XPO7,3.5227716
9905,WBP11,3.5229597
7811,TXN,3.5233285
13101,PSMD11,3.5234423
5569,KCTD20,3.5236678
7343,NDUFB9,3.5237615
13307,ATXN7L3,3.5243921
14123,LONP1,3.524829
7699,SPIN1,3.524901
15245,IDH3B,3.5254967
15395,AHCY,3.5255978
9072,SLC39A13,3.5256507
3507,NUDT16,3.525868
11663,CCPG1,3.5261552
2608,BZW1,3.5262544
16334,MAOA,3.5262709
1794,ROCK2,3.5268934
4034,POLR2B,3.5271244
391,YARS,3.527326
10619,EP400,3.5278714
2763,AGFG1,3.5282764
12543,SLC12A4,3.5283406
4850,UBE2B,3.528356
3786,PCYT1A,3.5286648
15218,CSNK2A1,3.5287876
337,DNAJC8,3.529065
12662,TAF1C,3.5294878
10955,TOX4,3.5299025
12447,MT1X,3.530082
13744,SMCHD1,3.5301313
1285,MGST3,3.5302417
14459,GATAD2A,3.5302644
6968,CCAR2,3.5304685
9406,FAM168A,3.531172
3772,ATP13A3,3.53123
9607,SIK3,3.531482
6530,MCM7,3.5314963
6529,COPS6,3.5315356
11255,NPC2,3.5318532
2492,GORASP2,3.5319936
7585,RUSC2,3.5320337
5905,GJA1,3.5320458
6845,FASTK,3.532486
5618,CCND3,3.5334938
12822,RABEP1,3.5338993
13499,DCAF7,3.5344434
4526,NIPBL,3.5344734
2619,TRAK2,3.5345628
5853,MICAL1,3.5346248
12025,UBE2I,3.5346653
12289,NUPR1,3.5346777
2013,EFEMP1,3.5349345
1669,C1orf198,3.5351043
15280,TMEM230,3.5351412
10767,ZC3H13,3.5351837
13801,RIOK3,3.535427
9324,RBM4,3.5358074
9806,USP5,3.5358493
11295,AHSA1,3.5360906
14158,INSR,3.5363765
1459,IPO9,3.5367851
3849,SH3BP2,3.536924
9320,CTSF,3.5369625
2423,PRPF40A,3.537167
8925,FAR1,3.5371728
14801,CLASRP,3.537541
15393,EIF2S2,3.5377572
13871,SMAD2,3.5378003
2998,UBP1,3.537972
4185,H2AFZ,3.5379856
7930,FAM102A,3.5380347
5048,CCDC69,3.5381305
12729,DEF8,3.5383174
3139,ARIH2,3.538329
16387,WDR45,3.5386195
2889,TADA3,3.5391493
11377,SETD3,3.539576
8486,TNKS2,3.5396998
1976,RHOQ,3.5397942
15572,RTFDC1,3.5399728
1286,ALDH9A1,3.5399733
2073,PCYOX1,3.5400484
8535,MMS19,3.5401
10687,POLR1D,3.5401335
1094,SLC39A1,3.5402455
6981,SLC25A37,3.5405188
5161,NSD1,3.5408852
8225,RAB18,3.5410998
8593,NOLC1,3.541255
3874,WFS1,3.5413344
11502,GOLGA8B,3.5415099
10958,DAD1,3.541537
5708,ELOVL5,3.5417595
9032,TTC17,3.5418167
2853,ATG4B,3.5418203
14467,ATP13A1,3.5418584
8422,ZCCHC24,3.542023
1624,TMEM63A,3.542053
11753,FEM1B,3.5421517
11096,ARF6,3.5422678
12338,CD2BP2,3.542358
16029,GGA1,3.5424123
